author,title,description,content,date
Dana Goldstein,It Just Isnt Working Test Scores Cast Doubt on U.S. Education Reform,An international exam shows that American 15 year olds are stagnant in reading and math even though the country has spent billions to close gaps with the rest of the world.,"The Common Core, which began almost a decade ago, has been a national effort by governors, state education chiefs, philanthropists and school reformers to enrich the American curriculum and help students compete with children around the world. Its priorities 1694 chars ",2019-12-03T08:00:07Z
Teresa Wright,Jagmeet Singh says he'll vote against throne speech if NDP requests not met The Globe and Mail,"Singh is to meet with Prime Minister Justin Trudeau on Thursday, when he will lay out his priorities in the hopes of using his partys position in a minority Parliament to get policies and laws that reflect New Democrat platform commitments","NDP leader Jagmeet Singh speaks during a media availability on Parliament Hill in Ottawa on Wednesday, Nov. 13, 2019. Sean Kilpatrick The Canadian Press NDP Leader Jagmeet Singh says hes prepared to vote against the Liberal throne speech if his partys key p 6817 chars ",2019-11-13T22:13:09Z
Leigh Thomas,Education levels stagnating despite higher spending OECD survey,"Education performance has largely stagnated in many OECD countries over the last two decades despite higher spending, the Organisation for Economic Cooperation and Development said on Tuesday in a survey of international learning standards.","PARIS Reuters Education performance has largely stagnated in many OECD countries over the last two decades despite higher spending, the Organisation for Economic Cooperation and Development said on Tuesday in a survey of international learning standards. 2869 chars ",2019-12-03T08:11:57Z
"Leslie Wu, Contributor, Leslie Wu, Contributor https://www.forbes.com/sites/lesliewu/",A Peek Inside The Kitchen At Eataly Toronto With Executive Chef Rob Wing,"With four restaurants and seven eateries, Wings staff meals are both a testing ground and an education for the staff.","A staff meal is an important feature of any restaurant, and some kitchens make it a point of pride to keep their service and back of house staff well fed with dishes that go beyond the basic. When done well, the ritual has even been elegized in books such as 8430 chars ",2019-11-28T04:20:28Z
,2019 AAAS Fellows approved by the AAAS Council,"In October 2019, the Council of the American Association for the Advancement of Science elected 443 members as Fellows of AAAS. These individuals will be recognized for their contributions to science and technology at the Fellows Forum to be held on 15 Februa","In October 2019, the Council of the American Association for the Advancement of Science elected 443 members as Fellows of AAAS. These individuals will be recognized for their contributions to science and technology at the Fellows Forum to be held on 15 Februa 20774 chars ",2019-11-28T18:46:10Z
"Stuart Anderson, Contributor, Stuart Anderson, Contributor https://www.forbes.com/sites/stuartanderson/",New International Student Enrollment In U.S. Has Fallen 10 Since 2015,"The enrollment of new international students at U.S. universities has declined, while enrollment in Canada and Australia has skyrocketed.",The Harvard University campus. U.S. educators are concerned that new enrollment of international ... students has declined more than 10 since 2015. Getty Getty New enrollment of international students at U.S. universities declined by more than 10 be 10113 chars ,2019-11-19T05:04:40Z
IE Online,JNU has failed larger cause in fee protests,"Movements in JNU have failed to meaningfully engage with the issues of reservation, gender deprivation points, and accessible public education.","The current JNU protest is neither concerned with affirmative action nor about the nature of enormous dominance the Savarnas have. Express photo Written by Jitendra Suna Amid protests against the JNU fees hike, photos of me trying to cross over a barricad 5593 chars ",2019-11-30T23:36:47Z
Chris DeVille,"SXSW 2020 Reveals 210 More Bands, Announces Roger Waters As Keynote Speaker","SXSW announced its first round of 2020 music performers last month, and today they're back with the second batch. This latest info drop includes 210 acts. Some highlights Wire and Wyre , Nasty Cherry, Frances Quinlan, Sorry, Squirrel Flower, Madison McFerr","SXSW announced its first round of 2020 music performers last month, and today theyre back with the second batch. This latest info drop includes 210 acts. Some highlights Wire and Wyre , Nasty Cherry, Frances Quinlan, Sorry, Squirrel Flower, Madison McFerr 6469 chars ",2019-11-13T16:00:07Z
"Nick Morrison, Contributor, Nick Morrison, Contributor https://www.forbes.com/sites/nickmorrison/",International Student Numbers Hit All Time High,"Record numbers of overseas students are entering higher education in the U.S., contributing an estimated 44bn to the economy.","New York University is the most popular destination for overseas students wanting to study in the ... U.S. Photo by Drew Angerer Getty Images Getty Images The number of international students in the U.S. has hit an all time high, with one in 20 of thos 7179 chars ",2019-11-18T05:00:00Z
https://www.facebook.com/bbcnews,The fight to get citizenship for descendants of German Jews,A UK lawyer says Germany is violating its constitution by denying citizenship to some descendants of Nazi victims.,"Image copyrightJudith RhodesImage caption Ursula Michel in 1939, before taking the Kindertransport to the UK A British lawyer is accusing the German government of violating the country's constitution by refusing to restore the citizenship of thousands of p 14903 chars ",2019-11-18T00:51:39Z
"USA TODAY, Editors, USA TODAY","Manhunt after Fresno mass shooting, Hong Kong protests, Davis Cup 5 things you need to know Monday","A manhunt is on after four people were killed in a shooting in California, Hong Kong schools close, a new Davis Cup era begins and more news you need to know Monday.","Manhunt for suspectsafter mass shootingat Sunday Night Football party in California The suspects behind a mass shooting that killed four people and injured at least six others in Fresno, California, remained at large Monday.A shooter or multiple shooters 5214 chars ",2019-11-18T07:56:19Z
Tanya Talaga - Indigenous Issues Columnist,Tanya Talaga How many more young Indigenous people have to die in Thunder Bay ,"Time and time again, institutions in the city fail Indigenous people when they try to access basic services available to every other person in Canada, be it a high school education or a hospital emergency department, Tanya Talaga writes.","THUNDER BAY Sometimes, no matter how much progress is made, it seems little has changed. And sometimes, the fight for justice and the right to be treated as worthy human beings seems endless. Less than two months after the lifeless body of a 19 year old Fi 4034 chars ",2019-11-17T14:00:00Z
"Tom Davenport, Contributor, Tom Davenport, Contributor https://www.forbes.com/sites/tomdavenport/",Learning From The Canadian Model Of AI,Canada has already demonstrated that its ecosystems can create ideas for how to develop AI algorithms....The remaining question is whether Canadas AI structures can develop business applications of AI that lead to commercial success for companies and substan,"Canada has received more than its usual share of attention for its AI capabilities. The country was either prescient or lucky in continuing to fund neural networks research when the US retreated from it in the 1970s and 80s. As a result, Canadian researchers 13403 chars ",2019-11-19T19:16:28Z
"Fiona Tapp, Contributor, Fiona Tapp, Contributor https://www.forbes.com/sites/fionatapp/","The Worlds Largest Indigenous Tourism Conference Takes Place In Kelowna, BC","Bringing together travel professionals, business owners, artists, creatives and culinary experts from across Canada, the 8th annual International Indigenous Tourism Conference IITC was held on the traditional and unceded territory of the Syilx Nation in bea","Simon Sees Indigenous Tourism Association of Canada Conferences are not usually described as emotional, inspiring or thought provoking. But not all conferences are the largest Indigenous tourism conference in the world, either. Bringing together travel pr 8440 chars ",2019-11-23T03:52:01Z
