Tweet,message,match,polarity
3119,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3120,rt wef these countries have the most doctoral graduates education university ,None,neutral
3121,higher education anyone ,None,neutral
3122,rt noririi argonavis from bang dream project be like a band of actually normal good young men who are furthering their education a b,good,positive
3123,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
3124,thank you umbgradschool for your support of baltimore amp beyond umb is the states public health amp law universit ,support,positive
3125,"from vanessamiller12 this seems to make sense, and i like the collaborative rather than competitive approach ",competitive,positive
3126,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3127,"rt heroeenes sexual orientation heterosexual. languages spoken english, bahasa, tagalog, japanese. religious beliefs atheist. occupati",None,neutral
3128,what a school thinks about its library is a measure of what it feels about education. it seems that some academic ,None,neutral
3129, moneyaftergrad matthewlee7 a guy in florida told me his brother went to canada for university as its cheaper. h ,None,neutral
3130,rt pollyjag great afternoon learning from dr judith harris about education and social enterprise solutions in a justice context in canada,great,positive
3131,"""throughout the federal campaign, atwin, who works in indigenous education, focused on climate change, mental illne ",works,positive
3132,"rt reimaginehedu the best of education will convene at reimagine 2019, with speakers from apple, harvard, amazon web services, ibm, brow",best,positive
3133,rt noririi argonavis from bang dream project be like a band of actually normal good young men who are furthering their education a b,good,positive
3134,"today kicks off tenable university day at edgelondon2019 did you know that our education team launched a ""tena ",None,neutral
3135,"rt africanacarr our huafricana education in black america class just finished a powerful mbongi on race, gender and global education",powerful,positive
3136,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3137,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
3138,"rt travishighered had the honor of interviewing indstatepres deborah curtis, phd for the higher ed athletics podcast. this wide ranging",honor,positive
3139,this education job might be a great fit for you. click the link in our bio to see it and more. associate vice pres ,None,neutral
3140,"rt zuby215 fully funded scholarships at the dept of geography, university of bonn, germany. msc in geography of environmental risks amp hu",risks,negative
3141,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3142,"rt reimaginehedu the best of education will convene at reimagine 2019, with speakers from apple, harvard, amazon web services, ibm, brow",best,positive
3143,rt evmcelhinney great opportunity to join the our gcuparamedicbsc and msc paramedic practice team paramedics p,great,positive
3144,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
3145,rt aaup an unfortunate trend that contrasts with our recommendation that a college or university prez should be equally qualified to serv,qualified,positive
